,Unnamed: 0,id,EVENTMSGTYPE,x,y,z,game_clock,rankc
4568,202447,0021500148_173,1,5.1159300000000005,24.35973,10.76946,4.66,29
4569,202500,0021500148_177,2,8.219710000000001,25.40356,10.63521,665.65,49
4570,202528,0021500148_181,2,7.09682,26.290909999999997,10.93719,623.13,25
4571,202566,0021500148_189,2,7.280189999999999,29.52107,10.5625,548.25,34
4572,202605,0021500148_191,1,5.69983,24.51407,11.444280000000001,531.23,32
4573,202660,0021500148_192,2,9.62617,24.21934,10.540460000000001,515.09,51
4574,202706,0021500148_201,2,6.085030000000001,27.27181,10.53842,387.59,43
4575,202741,0021500148_21,1,5.69651,25.46213,10.76303,485.11,31
4576,202773,0021500148_222,2,6.31185,24.28643,11.08803,60.31,30
4577,202818,0021500148_24,2,7.014689999999999,23.79518,10.553139999999999,447.02,42
4578,202866,0021500148_3,2,8.92738,16.77394,10.648639999999999,667.45,44
4579,202904,0021500148_33,1,5.52637,25.45575,10.53087,287.53,34
4580,202948,0021500148_41,2,4.88959,21.28639,10.440489999999999,210.78,43
4581,202983,0021500148_69,1,5.74161,25.28394,10.89125,521.13,31
4582,203034,0021500148_78,2,7.59779,24.41102,10.64579,405.14,48
4583,203089,0021500148_8,2,6.28188,19.869410000000002,10.62327,616.59,50
4584,203141,0021500148_85,2,10.57297,23.866870000000002,10.429089999999999,316.39,45
4585,203209,0021500148_91,2,15.9292,22.60446,10.93184,262.93,58
4586,203241,0021500149_11,2,7.48393,24.31379,10.758410000000001,596.44,29
4587,203272,0021500149_121,2,5.59552,22.86785,11.12676,703.47,29
4588,203306,0021500149_128,1,5.2291,24.74069,10.60238,605.38,30
4589,203361,0021500149_138,2,5.7165099999999995,27.363459999999996,10.544189999999999,509.5,48
4590,203410,0021500149_142,2,3.4581800000000005,19.41864,10.51167,430.78,44
4591,203444,0021500149_15,1,5.16405,24.906589999999998,10.53817,565.16,31
4592,203477,0021500149_154,1,4.90789,25.14467,10.49035,311.3,30
4593,203529,0021500149_160,2,11.4496,30.74295,10.70823,265.76,49
4594,203581,0021500149_163,2,9.18021,20.27194,10.68275,247.83,48
4595,203640,0021500149_165,2,4.50347,25.15201,10.487160000000001,226.41,56
4596,203671,0021500149_171,1,5.67769,25.45262,10.71218,178.83,31
4597,203728,0021500149_183,2,10.79901,30.3813,10.74611,25.71,55
4598,203762,0021500149_189,1,6.05316,25.27029,11.27838,662.26,30
4599,203797,0021500149_198,1,6.016030000000001,24.60345,11.07361,518.97,30
4600,203813,0021500149_201,1,6.15696,24.897470000000002,10.79018,477.55,13
4601,203848,0021500149_203,2,4.7715,25.74009,11.432269999999999,451.19,32
4602,203878,0021500149_207,2,6.984030000000001,25.78085,10.42085,414.74,26
4603,203912,0021500149_21,1,5.50239,24.36844,10.41194,490.02,33
4604,203943,0021500149_218,2,6.17192,23.738529999999997,10.83104,280.08,20
4605,203993,0021500149_221,2,6.37322,25.26241,10.53832,231.65,45
4606,204050,0021500149_224,2,11.99082,18.435879999999997,10.60896,214.69,52
4607,204102,0021500149_237,2,5.22699,30.26796,10.47178,70.29,46
4608,204147,0021500149_238,2,11.823939999999999,21.093970000000002,10.969339999999999,50.08,43
4609,204175,0021500149_24,1,6.15944,25.850189999999998,11.0797,439.7,28
4610,204211,0021500149_25,2,7.14089,25.00846,10.8149,424.04,30
4611,204257,0021500149_33,2,4.4901,30.906259999999996,10.475660000000001,366.04,43
4612,204293,0021500149_41,2,4.39444,23.978089999999998,10.6071,264.75,32
4613,204355,0021500149_49,2,16.286179999999998,22.590629999999997,10.94694,189.01,60
4614,204419,0021500149_62,2,9.63155,27.805970000000002,10.530510000000001,665.76,62
4615,204468,0021500149_71,1,5.51565,25.95901,10.83216,577.99,43
4616,204517,0021500149_72,2,8.53952,27.147270000000002,10.49656,561.96,46
4617,204574,0021500149_74,2,6.75497,29.58725,10.57085,545.17,44
4618,204621,0021500149_81,2,6.710030000000001,23.65486,10.54391,477.12,43
4619,204658,0021500149_88,1,5.436640000000001,25.89408,10.94289,383.88,33
4620,204689,0021500149_90,2,6.50868,24.685779999999998,10.50019,361.38,29
4621,204735,0021500149_96,2,7.636139999999999,26.82797,10.44351,291.23,43
4622,204777,0021500150_1,1,5.69515,24.45778,10.76737,701.85,29
4623,204814,0021500150_105,1,5.9606900000000005,25.275389999999998,10.972010000000001,336.17,31
4624,204847,0021500150_11,1,6.11487,25.59385,10.900780000000001,612.05,29
4625,204892,0021500150_114,2,7.601360000000001,26.09765,10.53757,268.42,41
4626,204926,0021500150_115,1,5.97077,25.33634,10.927,257.54,29
4627,204965,0021500150_126,1,5.90566,25.29813,10.60898,110.26,34
4628,204998,0021500150_130,1,6.00314,24.99084,10.52338,68.3,31
4629,205041,0021500150_131,1,5.768009999999999,24.772660000000002,10.51239,52.38,31
4630,205090,0021500150_133,2,4.74906,24.27579,10.64128,39.06,47
4631,205146,0021500150_139,2,5.5276,25.956310000000002,10.74911,649.22,47
4632,205183,0021500150_145,1,5.8499300000000005,24.9154,10.65824,595.02,32
